,Index,Dish,Instructions,Ingredients
5835,820859,Strawberry Pizza,"""Blend first 3 ingredients and pat on 12-inch pizza pan."", ""Bake at 325\u00b0 until light brown.""","""flour"", ""powdered sugar"", ""butter"", ""cream cheese"", ""sugar"", ""cream"""
5836,1228319,Chunky Ketchup,"""In a large saucepan combine all the ingredients except the white vinegar and bring to a boil."", ""Reduce the heat and simmer, uncovered, for 1 1/2 hours or until slightly thickened."", ""Stir in the vinegar and heat through. Ladle mixture into hot jars leaving 1/4 inch headspace and adjust caps. Process for 20 minutes in a boiling water bath.""","""tomatoes"", ""onions"", ""green peppers"", ""sugar"", ""tomato"", ""salt"", ""white vinegar"""
5837,1179519,Fit For A King Carrot Cake!,"""Preheat oven to 350*."", ""Grease two 9 inch layer cake pans lined with wax paper."", ""(I use a 9x12 pan)."", ""Sift dry ingredients into a bowl."", ""Add oil, eggs and vanilla."", ""Beat well."", ""Fold in walnuts, coconut, carrots and pineapple."", ""Pour batter into the prepared pans."", ""Set on the middle rack of the oven and bake for 35 to 45 minutes, until edges have pulled away from sides and a cake tester inserted in center comes out clean."", ""Cool on a cake rack for 3 hour."", ""Fill cake and frost sides with cream cheese frosting."", ""Dust top with confectioners' sugar."", ""Cream Cheese Frosting: Cream together cream cheese and butter in a mixing bowl."", ""Slowly sift in confectioners' sugar and continue beating until fully incorporated."", ""Mixture should be free of lumps."", ""Stir in vanilla, and lemon juice of you use it."", ""Frosts a 2 layer cake.""","""all-purpose"", ""granulated sugar"", ""salt"", ""baking soda"", ""cinnamon"", ""corn oil"", ""eggs"", ""vanilla"", ""walnuts"", ""shredded coconut"", ""carrots"", ""pineapple"", ""Cream Cheese Frosting"", ""cream cheese"", ""sweet butter"", ""sugar"", ""vanilla"", ""lemon"""
5838,1310765,Green Tomato Galette ,"""MAKE THE DOUGH:"", ""Stir the yogurt and water together in a small bowl and set aside. Put the flour, cornmeal, sugar and salt into a large bowl and stir to mix. Add the butter pieces and blend with a pastry blender until the pieces range in size from bresdcrumbs to small peas."", """", ""Sprinkle the sour cream mixture over the dough, 1 tablespoon at a time, tossing with a fork to evenly distribute. The dough should be moist enough to stick together hwn preseed, if not, add additional ice water."", """", ""With your hands, gather the dough into a ball. Divide the dough into equal halves, press each half into a disk, wrap in plastic wrap and chill in the refrigerator for 1/2 to 1 hour."", """", ""Preheat the oven to 400\u00b0F"", """", ""Mix the goat cheese, cream cheese, egg, and hot sauce together until smooth."", """", ""Remove the galette dough from the refrigerator and roll each round out into a 10 to 11-inch circle. Spread half of the cheese mixture onto the dough, leaving a 2-inch border. Lay 1/2 of the tomatoes over the cheese, making sure to keep the boarder. Fold the border of the dough over the filling, letting it pleat as you move around the circle. Repeat with the remaining dough, cheese, and tomatoes. Sprinkle with kosher salt, if desired."", """", ""Bake at 400\u00b0F for 35 to 40 minutes, until the tomatoes have released their juices and the pastry is golden brown. Remove from oven and let cool on rack. Slice into pizza-like wedges and serve at room temperature.""","""green tomatoes"", ""goat cheese"", ""cream cheese"", ""egg"", ""hot sauce"", ""GALETTE DOUGH"", ""yogurt"", ""water"", ""flour"", ""\u00bc"", ""sugar"", ""salt"", ""butter"""
5839,535022,Quick Bavarian Cream,"""Substitute other flavors for gelatin and juice, if you wish.""","""grape gelatin"", ""boiling water"", ""frozen grape juice"", ""cold water"", ""vanilla ice cream"""
5840,1662972,Ricotta,"""Put both milks, the cream, and the lemon juice into a large nonreactive saucepan or stew pot."", ""Turn the heat to low and bring to 194 degrees using a candy thermometer, making sure it does not touch the bottom or sides of the saucepan or pot."", ""This will take about 2 hours."", ""Line strainer or small colander with cheese cloth."", ""When curds form on the surface of the liquid, remove them with a skimmer or slotted spoon and transfer to the strainer."", ""Increase the heat to medium and after 8 minutes, skim some more, until all the curds are removed and only milky liquid remains."", ""Leave the curds to drain for 1 hour, then transfer them to container and refrigerate."", ""Fresh homemade ricotta will stay fresh for about 4 days in the refrigerator and may be used in recipes.""","""milk"", ""goat's milk"", ""heavy cream"", ""lemon juice"""
5841,849347,Lela'S Spring Pea Salad,"""Rinse frozen peas in hot water."", ""Drain."", ""Combine vegetables, nuts and bacon with sour cream."", ""Mix dressing, mustard and garlic together."", ""Pour over salad mixture."", ""Toss lightly."", ""Chill.""","""frozen peas"", ""celery"", ""fresh cauliflower flowerets"", ""green onions"", ""pimiento"", ""crisp cooked"", ""sour cream"", ""mustard"", ""clove garlic"", ""cashews"""
5842,5841,Eve'S Pudding(Copyright 1908 - 1933)  ,"""Peel, core and chop the apples finely; add the bread crumbs, sugar, salt and nutmeg."", ""Beat the eggs well and use them with the milk to moisten the pudding."", ""Turn into greased mold; cover closely and steam 2 hours."", ""Serve with a hot sweet sauce.""","""eggs"", ""sugar"", ""milk"", ""nutmeg"", ""apples"", ""bread crumbs"", ""salt"""
5843,394213,Vodka Cream Sauce,"""In 1-quart pot, bring water to boil."", ""Plunge in fresh tomatoes and leave for 30 seconds to 1 minute to loosen skin."", ""Remove from water, core end and peel."", ""Slice tomatoes in half horizontally and squeeze out seeds. Chop into small cubes."", ""Heat olive oil and butter in skillet."", ""Add onions and soften without browning. Add tomatoes and cook for about 5 minutes. If tomatoes seem very watery, cook a little longer to evaporate excess liquid. Add cream and cook another minute. Add vodka and simmer for an additional 3 minutes. Serve hot over freshly cooked pasta."", ""Serves 8.""","""olive oil"", ""onions"", ""tomatoes"", ""vodka"", ""butter"", ""heavy cream"", ""salt"", ""Parmesan cheese"""
5844,98101,No Bake Peanut Butter Cookies,"""Combine sugar and corn syrup and bring to a boil. Remove from heat and stir in peanut butter. Pour this over corn flakes and coconut. Mix well. Drop by spoonfuls onto wax paper and let set.""","""white corn syrup"", ""sugar"", ""peanut butter"", ""corn flakes"", ""coconut"""
5845,1815012,Calamari Noodles with Fingerling Potatoes & Black Olives,"""Cut each calamari tube into 1/4-inch strips lengthwise."", ""If using the tentacles, cut into segments."", ""Coat a large saute pan generously with olive oil."", ""Add the smashed garlic cloves and red pepper and bring to high heat."", ""When the garlic is golden brown and very aromatic, 2 to 3 minutes, remove it from the pan and ditch itit has fulfilled its garlic destiny!"", ""Add the potatoes to the garlic-infused oil and bring to medium-high heat; cook until brown on one side, about 5 minutes, then turn and brown the second side."", ""Remove the potatoes from the pan and reserve."", ""Add the calamari to the pan and toss it in the hot oil."", ""Season with salt and cook for 1 to 2 minutes, or until it turns opaque."", ""Add the wine and the olives and continue to cook until the wine has reduced by about half, 3 to 5 minutes."", ""Taste and adjust the seasoning if needed."", ""While the calamari is cooking, toast or grill the bread until charred on both sides, 3 to 4 minutes total."", ""Rub the bread with the remaining garlic clove and drizzle generously with olive oil."", ""Divide the arugula between four serving bowls."", ""Spoon the reserved potatoes, calamari, and the pan juices over the greens."", ""Cut each piece of bread in half on the bias and lay it on top of the calamari; garnish with chives and serve."", ""When it comes to cooking with wineuse something you would feel comfy drinking.""","""calamari"", ""Extra virgin olive oil"", ""garlic"", ""red pepper"", ""potatoes"", ""Kosher salt"", ""white wine"", ""gaeta olives"", ""Italian bread"", ""baby arugula"", ""fresh chives"""
5846,1165574,Creamy Chicken And Penne,"""Cook penne to package directions."", ""Sir in broccoli flowerets for last 2 minutes."", ""In the meantime, saute onion in olive oil in large skillet for approximately 6 minutes, until softened."", ""Add chicken strips and saute for 4 minutes."", ""Stir in sun-dried tomatoes, heavy cream, chicken broth, balsamic vinegar, salt and pepper and simmer 4 minutes."", ""Drain pasta, broccoli; toss with chicken mixture and top with Parmesan cheese.""","""penne"", ""broccoli florets"", ""onion"", ""olive oil"", ""chicken breast"", ""tomato"", ""chicken broth"", ""heavy cream"", ""balsamic vinegar"", ""salt"", ""pepper"", ""parmesan cheese"""
5847,638525,Reese'S Peanut Butter Bars,"""Add peanut butter and powdered sugar to very soft butter."", ""Mix very well."", ""Add graham cracker crumbs."", ""Put or pat into a 9 x 13-inch pan."", ""Melt chocolate or butterscotch chips and peanut butter."", ""Spread on top of bars."", ""Let harden and cut into small bars."", ""No bake, but I keep it in refrigerator.""","""margarine"", ""powdered sugar"", ""peanut butter"", ""graham cracker crumbs"", ""chocolate"", ""peanut butter"""
5848,756611,Pressed Salad,"""Flatten rolls on pan; don't pull apart."", ""Bake according to directions on can until golden brown."", ""Let cool.""","""crescent rolls"", ""crescent rolls"", ""dressing"", ""cream cheese"", ""shredded cheese"", ""broccoli"", ""cauliflower"", ""green pepper"", ""onion"", ""mushrooms"""
5849,256877,Beverly Egg Cookies,"""Preheat oven to 350\u00b0."", ""Beat egg whites until they start to thicken."", ""Add vanilla and gradually add sugar."", ""When mixture becomes creamy, add food coloring of your choice."", ""Add in chocolate chips with a spoon."", ""Drop by teaspoon on wax paper-covered cookie sheet before putting in oven."", ""Turn oven off. Oven must be hot but no longer heating."", ""Can be decorated most any color for all holidays. Children love them.""","""egg whites"", ""vanilla"", ""sugar"", ""chocolate chips"", ""your choice"""
5850,34434,Swiss Cheese Spread,"""Combine all ingredients."", ""Beat until smooth and of a spreading consistency."", ""Chill."", ""Makes about 2 cups.""","""Swiss cheese"", ""sour cream"", ""onion"", ""bacon"", ""salt"", ""garlic powder"""
5851,673426,Strawberry Salad,"""Dissolve Jell-O in boiling water."", ""Stir in strawberries and juice."", ""Pour in greased Bundt or 9 x 13-inch pan."", ""Chill until set. Beat cream cheese and sugar together."", ""Fold in Cool Whip."", ""Spread on top of set Jell-O."", ""Top with pretzels, butter and sugar that have been mixed together.""","""strawberry Jell-O"", ""boiling water"", ""frozen strawberries"", ""cream cheese"", ""sugar"", ""pretzels"", ""butter"", ""sugar"""
5852,1198013,Easy Caramel Cake - Atk,"""Combine dry ingredients and sugar in mixer bowl; set aside."", ""Whisk together the eggs, vanilla, and buttermilk in large measuring cup; set aside."", ""Make batter using Reverse creaming method:"", ""Start mixer on low speed. Add butter 1 TB at a time mixing constantly, until butter is incorporated into flour mixture. Should not be any large pieces of butter left. Mixture should appear yellowish and dry."", ""Add half of the egg/buttermilk mixture. Beat on low to medium speed until smooth but thick."", ""Add remaining egg mixture, beat about 15 seconds until smooth."", ""Divide batter between pans & spread evenly."", ""Bake at 350 on middle rack, until toothpick in center comes out clean, about 20 minutes."", ""Cool in pans for 10 minutes, remove and cool completely on racks.""","""flour"", ""baking powder"", ""baking soda"", ""salt"", ""sugar"", ""eggs"", ""vanilla"", ""buttermilk"", ""unsalted butter"""
5853,294115,Brenda'S Icing,"""Combine butter, Crisco, sugar and flavoring in mixing bowl. In saucepan, take 3 tablespoons flour and milk and bring to paste. Cool."", ""Put paste into mixture in mixing bowl and beat with mixer until desired consistency.""","""butter"", ""Crisco"", ""sugar"", ""flour"", ""milk"", ""vanilla"""
5854,1905832,Asian Spring Rolls with Spicy Peanut Dipping Sauce,"""To Make the Sauce:"", ""In a small bowl or food processor, combine the peanut butter, tamari, water, vinegar, lime juice, garlic, sugar, and red pepper flakes until well blended."", ""Taste to adjust the seasonings."", ""Add more water if the sauce is too thick."", ""Set aside while you make the spring rolls, or cover and refrigerate until ready to use."", ""Add minced cilantro to the sauce just prior to serving time."", ""To Make the Spring Rolls: Dip a wrapper into a shallow bowl of warm water just long enough to soften."", ""Remove the wrapper from the water and place on a piece of plastic wrap on a flat work surface."", ""Place a lettuce leaf on top of the wrapper and arrange a small amount of the carrots, sprouts, avocado, and chopped cilantro on the bottom third of the lettuce leaf."", ""Bring the bottom edge of the wrapper over the filling and fold in the sides tightly."", ""Use your finger to spread water along the top edge and roll tightly, using the plastic wrap to help roll it up."", ""Place the roll seam side down on a serving platter."", ""Repeat with the remaining wrappers, lettuce, and filling ingredients."", ""When assembly is finished, serve the rolls with the peanut sauce for dipping.""","""peanut butter"", ""tamari"", ""water"", ""rice vinegar"", ""lime juice"", ""garlic"", ""natural sugar"", ""red pepper"", ""cilantro"", ""rice"", ""leaf lettuce"", ""carrot"", ""fresh bean sprouts"", ""avocado"", ""cilantro"""
